상호명,도로명주소,업종,전화번호,경도,위도
이화원,"경기 용인시 기흥구 동백3로11번길 17 108(중동,원스톤프라자108-110)",일반휴게음식 - 중국식,031-286-6012,127.1523772,37.2703761
석전칼국수,경기 용인시 기흥구 언동로 213 (중동),일반휴게음식 - 스넥,031-281-3389,127.1441205,37.2769135
코아루미용실,경기 용인시 기흥구 중동 동백지구 C13코아루상가,보건위생 - 미용원,031-286-9849,127.154662,37.2674246
향차이,경기 용인시 기흥구 언동로125번길 16-11 2-5호 (중동),일반휴게음식 - 중국식,031-283-7479,127.1420974,37.2847479
자경광고,경기 용인시 기흥구 언동로217번길 8 1층 8호(중동),용역 서비스 - 종합용역,031-282-0961,127.1449324,37.2765927
동백명가부대찌게,"경기 용인시 기흥구 동백5로 21-8,2층 206호 (중동)",일반휴게음식 - 일반한식,031-283-9492,127.1528962,37.2770937
연안식당 용인동백점,"경기 용인시 기흥구 동백중앙로 273,1층 101,102호 (중동,동백훼미리프라자II)",일반휴게음식 - 일반한식,031-563-6092,127.1534814,37.2770259
커피829,"경기 용인시 기흥구 동백중앙로 273,1동 109호 (중동)",일반휴게음식 - 서양음식,,127.1534814,37.2770259
신리 법무사사무소,"경기 용인시 기흥구 동백5로 17,1층 105호 (중동,동백레이크시티프라자)",용역 서비스 - 법률회계서비스(개인),031-282-0707,127.1518355,37.2767209
응급실국물떡볶이 용인동백점,"경기 용인시 기흥구 동백5로 21-5,1층 102호 (중동,베스트빌 오피스텔)",일반휴게음식 - 스넥,,127.1520766,37.2768943
모유사랑,"경기 용인시 기흥구 동백죽전대로527번길 34 단지내상가 B3 101호(중동, 하우스디동백카바나아파트)",보건위생 - 기타대인서비스,,127.1465677,37.2854731
좋은하루정신건강의학과의원,"경기 용인시 기흥구 동백중앙로 273,3층 303호 (중동,동백훼미리프라자II)",의원 - 의원,031-693-8312,127.1534814,37.2770259
엘리스 카페 (Ellie's cafe),경기 용인시 기흥구 언동로125번길 16-5 나동 지하1층 102호 (중동),일반휴게음식 - 서양음식,02-1577-0000,127.141881,37.2846683
그레이스,"경기 용인시 기흥구 동백3로11번길 12,135호 (중동,브릭스타워)",의류 - 정장,02-1566-5801,127.1531144,37.2701498
파이굽는 집 (동백점),"경기 용인시 기흥구 동백중앙로 199,107호 (중동,에이스프라자)",일반휴게음식 - 서양음식,031-287-7730,127.152086,37.2712993
식물작업실 그로우앤글로우,"경기 용인시 기흥구 동백중앙로 237 나동 지하2층 비109호 (중동,쥬네브스타월드빌딩)",문화.취미 - 화원,031-000-0000,127.150587,37.2745443
아지트,"경기 용인시 기흥구 동백중앙로 225-6 가동 126호 (중동,쥬네브스타월드빌딩)",의류 - 정장,,127.1503072,37.2740046
세븐일레븐동백카바나점,"경기 용인시 기흥구 동백죽전대로527번길 34 상가동 B4층 101,102호(중동,하우스디 단지내)",유통업 영리 - 편 의 점,031-1577-0711,127.1465677,37.2854731
파타야가자,"경기 용인시 기흥구 동백중앙로 199,9층 902호 (중동,에이스프라자)",보건위생 - 화장품,031-282-5355,127.152086,37.2712993
내가논술이다학원,"경기 용인시 기흥구 동백중앙로 283,B708호 (중동,골드프라자)",학원 - 보습학원,02-0000-0000,127.1534754,37.2780227
아미퓨어,"경기 용인시 기흥구 동백3로11번길 12,1층 151호 (중동,브릭스타워)",보건위생 - 화장품,031-338-1101,127.1531144,37.2701498
기흥콜밴,"경기 용인시 기흥구 언동로125번길 21,202동 503호 (중동,강남스타빌)",여행 - 기타교통수단,,127.141663,37.2852267
제이씨메디컬,"경기 용인시 기흥구 동백3로11번길 33,8층 801호 (중동,새롬프라자)",보건위생 - 의료용품,,127.1512271,37.2714699
쉐빌로뜨 동백 당구클럽,"경기 용인시 기흥구 동백5로 21-8,204,205호(중동,동백지스타)",레저업소 - 당 구 장,,127.1528962,37.2770937
티투(T2),"경기 용인시 기흥구 동백죽전대로527번길 100-19 (중동,외1필지)",자동차정비 유지 - 세차장,031-304-2222,127.1426619,37.2821121
맵도리탕 용인동백점,"경기 용인시 기흥구 동백5로 21-8,112호 (중동)",일반휴게음식 - 일반한식,02-0000-0000,127.1528962,37.2770937
코코마로(cocomaro),"경기 용인시 기흥구 동백중앙로 213,1층 114호 (중동,삼성타워)",일반휴게음식 - 일반한식,,127.1510097,37.2722272
타카커피 (TAKA COFFEE),"경기 용인시 기흥구 동백중앙로 283 제1층 108호,109일부호 (중동,골드프라자)",일반휴게음식 - 서양음식,031-000-0000,127.1534754,37.2780227
인스타헤어,"경기 용인시 기흥구 동백중앙로 283,C408,409호 (중동,골드프라자)",보건위생 - 미용원,031-203-5511,127.1534754,37.2780227
씨유용인신동백점,"경기 용인시 기흥구 언동로217번길 31, 1층 101호(중동, 상가건물)",유통업 영리 - 편 의 점,080-080-3663,127.1477726,37.2779795
타카음악학원,"경기 용인시 기흥구 동백중앙로 283,D동 107호,108호일부,109호일부 (중동,골드프라자)",학원 - 예?체능계학원,02-111-1111,127.1534754,37.2780227
나무옷장,경기 용인시 기흥구 동백중앙로 265 더엠 1층 106호 (중동),의류 - 정장,031-000-0000,127.1526482,37.2763622
아모레카운셀러,"경기 용인시 기흥구 동백중앙로 273,501호 (중동,훼미리프라자2)",보건위생 - 화장품,031-285-5338,127.1534814,37.2770259
빈티지빈코(VINTAGE VINKO),"경기 용인시 기흥구 동백중앙로 237,지하1층 B104호 (중동,쥬네브스타월드빌딩)",의류 - 정장,,127.150587,37.2745443
비엠필라테스 어정점,"경기 용인시 기흥구 언동로217번길 2,3층,4층(중동)",레저업소 - 헬스클럽,031-5045-5897,127.1443291,37.2764182
그린섬입시미술학원,"경기 용인시 기흥구 동백중앙로 283,A동 10층 1009호 (중동,골드프라자)",학원 - 예?체능계학원,031-282-7714,127.1534754,37.2780227
리멤버피부과 용인점,"경기 용인시 기흥구 동백중앙로 283 제5층 제씨506,507호 (중동,골드프라자)",의원 - 의원,031-895-4921,127.1534754,37.2780227
홍익돈까스 용인기흥점,"경기 용인시 기흥구 어정로 134-24 지하1층 104호 (중동,라온705)",일반휴게음식 - 일반한식,031-1111-1111,127.1466894,37.2749777
아모레카운셀러,"경기 용인시 기흥구 동백중앙로 273,501호 (중동,훼미리프라자2)",보건위생 - 화장품,031-285-5338,127.1534814,37.2770259
아모레카운셀러,"경기 용인시 기흥구 동백중앙로 273,501호 (중동)",보건위생 - 화장품,031-285-5338,127.1534814,37.2770259
연탄길,"경기 용인시 기흥구 동백중앙로 213,1층 118호 (중동,삼성타워)",일반휴게음식 - 일반한식,,127.1510097,37.2722272
상일리베가구.동양사무용가구,경기 용인시 기흥구 언동로 183 (중동),가구 - 일반가구,031-282-1007,127.1435289,37.2796936
카페브라운,경기 용인시 기흥구 어정로 134-24 라온 B103호 (중동),일반휴게음식 - 서양음식,031-901-6774,127.1466894,37.2749777
신동백조은내과,"경기 용인시 기흥구 동백죽전대로527번길 100-3,2층 (중동,외1필지)",의원 - 의원,031-284-0087,127.1435038,37.2808503
정다운 약국,"경기 용인시 기흥구 동백중앙로 283,A동 3층 304호 (중동,골드프라자)",약국 - 약국,,127.1534754,37.2780227
스프링점핑다이어트,"경기 용인시 기흥구 동백중앙로 283,A동 4층 403호 (중동,골드프라자)",건강식품 - 기타건강식품,031-281-8855,127.1534754,37.2780227
금흑 루트칸,"경기 용인시 기흥구 동백죽전대로527번길 100-31,B1동 103층 (중동)",음료식품 - 기타음료식품,,127.1417889,37.282968
시가마스터 전자담배 용인 동백점,"경기 용인시 기흥구 동백중앙로 283,C동 1층 108호 (중동,골드프라자)",기타 - 기타 전문점,031-283-3706,127.1534754,37.2780227
먹구반찬,"경기 용인시 기흥구 어정로 139 상가 B-113호 (중동,라비스타)",일반휴게음식 - 일반한식,031-275-0369,127.1452495,37.2758571
써브웨이 용인동백점,"경기 용인시 기흥구 동백중앙로 283,A동 105,106호(중동,골드프라자)",일반휴게음식 - 서양음식,031-285-4857,127.1534754,37.2780227
좋은아침pasty(페스츄리),"경기 용인시 기흥구 언동로217번길 2,1,2층(중동)",일반휴게음식 - 서양음식,02-421-6704,127.1443291,37.2764182
빨라쪼 동춘175,"경기 용인시 기흥구 동백죽전대로175번길 6, A동 2층 (중동)",일반휴게음식 - 서양음식,02-709-7807,127.1604486,37.2576454
토닭토닭,"경기 용인시 기흥구 동백죽전대로175번길 6,A동 2층 (중동)",일반휴게음식 - 일반한식,,127.1604486,37.2576454
코아어학원,"경기 용인시 기흥구 동백5로 21-11,601호 (중동,동백훼미리프라자)",학원 - 외국어학원,070-4401-5590,127.1526181,37.2774675
송이분식,"경기 용인시 기흥구 어정로 139,C동 1층 C102호 (중동)",일반휴게음식 - 스넥,031-282-4797,127.1452495,37.2758571
걸작떡볶이 용인동백점,"경기 용인시 기흥구 동백3로11번길 8,105호 (중동,V프라자)",일반휴게음식 - 스넥,031-285-8864,127.1535981,37.2696143
스팀에듀학원,"경기 용인시 기흥구 동백3로11번길 8,702호 (중동)",학원 - 보습학원,,127.1535981,37.2696143
왕손김밥,"경기 용인시 기흥구 언동로217번길 16,1층일부 (중동)",일반휴게음식 - 일반한식,031-285-1827,127.1457386,37.2768307
케이슈퍼 용인동백점,경기 용인시 기흥구 언동로217번길 16 (중동),유통업 영리 - 슈퍼마켓,031-286-0713,127.1457386,37.2768307
발로골프(balo golf),"경기 용인시 기흥구 동백중앙로 73,5206동 5층 5호 (중동,초당마을현진에버빌)",레저업소 - 골프연습장,,127.159313,37.2624045
쪼로리 아트,"경기 용인시 기흥구 동백3로11번길 21,1동 11층 1104호 (중동,더드림오피스텔)",서적문구 - 완구점,,127.1520346,37.2705477
사랑방요양원 호수점,"경기 용인시 기흥구 동백5로 23,7,8층 (중동)",기타의료기관 - 기타의료기관 및 기타,031-8005-5688,127.1522743,37.276456
퀸즈브라운 용인동백점,"경기 용인시 기흥구 동백중앙로16번길 16-9,106호 (중동)",일반휴게음식 - 서양음식,031-8021-0888,127.1661027,37.2570018
제이 헤어,"경기 용인시 기흥구 동백죽전대로527번길 34 상가동 지하4층 108호 (중동,하우스디동백카바나아파트)",보건위생 - 미용원,031-274-2345,127.1465677,37.2854731
함소아 한의원,"경기 용인시 기흥구 동백죽전대로 444,4층 C405호 (중동,쥬네브썬월드빌딩)",의원 - 한의원,031-679-0875,127.1515224,37.27795
어정참숯불가마사우나,경기 용인시 기흥구 어정로 134-28 (중동),보건위생 - 사우나,031-287-7115,127.147317,37.2747794
제이앤씨,"경기 용인시 기흥구 동백5로 41,3001동 602호 (중동,성산마을신영지웰)",주방용구 - 주방용구,070-4216-9225,127.1549005,37.2765438
비긴스(BEGINS),"경기 용인시 기흥구 언동로217번길 6,2동 (중동)",일반휴게음식 - 서양음식,,127.1445305,37.2764879
어정스파,경기 용인시 기흥구 어정로 134-28 (중동),음료식품 - 기타음료식품,031-287-7115,127.147317,37.2747794
리 디자인 호텔,경기 용인시 기흥구 동백3로11번길 43 (중동),숙박업 - 여관/기타숙박업,02-284-3435,127.1504104,37.2722556
메이,"경기 용인시 기흥구 동백3로11번길 12,153호 (중동,브릭스타워)",일반휴게음식 - 일반한식,031-285-9905,127.1531144,37.2701498
키즈랩에듀케이션뮤지컬어학원,"경기 용인시 기흥구 동백죽전대로527번길 100-43,3층 일부 (중동)",학원 - 예?체능계학원,031-284-1838,127.1412247,37.2836396
잠언의료기,"경기 용인시 기흥구 동백5로 17,201호 (중동,레이크시티프라자)",보건위생 - 의료용품,031-8005-7878,127.1518355,37.2767209
해피월드 (동백역점),"경기 용인시 기흥구 동백3로11번길 8-1,1층 103호 (중동,제일프라자)",음료식품 - 기타음료식품,031-286-8640,127.1538906,37.2697607
태권팩토리,경기 용인시 기흥구 동백1로 71-12 (중동),레져용품 - 스포츠?레져용품,,127.1650891,37.2659921
"더예쁜날,스킨앤바디","경기 용인시 기흥구 동백2로 9 상가동 1층 107호 (중동,어은목마을벽산블루밍아파트)",보건위생 - 피부미용실,031-274-8865,127.154662,37.2674246
빽다방,"경기 용인시 기흥구 동백중앙로 175,109호 (중동,우함빌딩)",일반휴게음식 - 서양음식,031-274-1909,127.1541845,37.2699794
"모마코리아""담다""","경기 용인시 기흥구 어정로 134-24 지상1층 103-2,103-3호(중동)",문화.취미 - 티켓,031-283-7222,127.1466894,37.2749777
주식회사 파머스코스메틱스,"경기 용인시 기흥구 동백중앙로16번길 16-25 (중동,대우프론티어밸리1)",보건위생 - 화장품,031-8021-0915,127.1678891,37.2568842
나이스워시,"경기 용인시 기흥구 동백5로 41,3008동 204호 (중동,성산마을신영지웰)",신변잡화 - 기타잡화,,127.1549005,37.2765438
정스참나무화덕피자,"경기 용인시 기흥구 동백죽전대로527번길 34 상가동 지하3층102-104호 (중동,하우스디동백카바나아파트)",일반휴게음식 - 서양음식,031-274-7546,127.1465677,37.2854731
더아름인테리어,"경기 용인시 기흥구 동백중앙로 310 상가동 1층 105호 (중동,백현마을동일하이빌아파트)",건축자재 - 인테리어전문,031-282-9488,127.1564484,37.2791563
주식회사 퍼플러스 지점,경기 용인시 기흥구 동백죽전대로175번길 6 (중동),보건위생 - 화장품,02-3662-1318,127.1604486,37.2576454
퓨어요가&필라테스,"경기 용인시 기흥구 동백중앙로 213,3층 301호 (중동,삼성타워)",레저업소 - 헬스클럽,,127.1510097,37.2722272
김성구의 의성마늘치킨,경기 용인시 기흥구 동백죽전대로527번길 100-20 (중동),일반휴게음식 - 스넥,031-275-1231,127.142964,37.2822278
에스라헤어,"경기 용인시 기흥구 동백3로11번길 12,136호 (중동,브릭스타워)",보건위생 - 미용원,031-275-5251,127.1531144,37.2701498
융합정보시스템,"경기 용인시 기흥구 동백중앙로 225-6 창업지원센터 B132호 (중동,쥬네브스타월드빌딩)",사무통신 - 통신기기,02-1855-3625,127.1503072,37.2740046
레이지마미,"경기 용인시 기흥구 동백죽전대로527번길 80 근린생활시설 2동 2층 202호 (중동,신동백롯데캐슬에코1단지)",일반휴게음식 - 서양음식,031-000-0000,127.1449619,37.2834995
성하엔지니어링,"경기 용인시 기흥구 동백중앙로16번길 16-4,1동 412호 (중동,에이스동백타워)",서적문구 - 과학기자재,02-2294-3950,127.1651049,37.2562978
함께배움장애인야학,"경기 용인시 기흥구 동백3로11번길 11,10층 (중동,한솔프라자)",학원 - 기타 교육기관,031-548-0535,127.1527734,37.2698812
